"cluster","GO_ID","overlap","query_size","term_size","background_size","p_value","p_adj","GO_term","minus_log10_p"
"C2","GO:0006574",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0006574",0.569087378324082
"C2","GO:0006790",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0006790",0.569087378324082
"C2","GO:0030026",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0030026",0.569087378324082
"C2","GO:0031145",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0031145",0.569087378324082
"C2","GO:0034605",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0034605",0.569087378324082
"C2","GO:0042256",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0042256",0.569087378324082
"C2","GO:0048653",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0048653",0.569087378324082
"C2","GO:0089722",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:0089722",0.569087378324082
"C2","GO:1902183",1,849,5,13936,0.2697196712589,0.485120797611494,"GO:1902183",0.569087378324082
"C2","GO:0006511",9,849,116,13936,0.275143351421697,0.489199905929218,"GO:0006511",0.56044097704056
"C2","GO:0043248",2,849,17,13936,0.277654000662529,0.489199905929218,"GO:0043248",0.556496064481553
"C2","GO:0051028",2,849,17,13936,0.277654000662529,0.489199905929218,"GO:0051028",0.556496064481553
"C2","GO:0090502",3,849,31,13936,0.292084882218079,0.511148543881639,"GO:0090502",0.534490920736737
"C2","GO:0007264",2,849,18,13936,0.300747717770632,0.51837168332684,"GO:0007264",0.521797659626959
"C2","GO:0001682",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0001682",0.502758842017011
"C2","GO:0006996",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0006996",0.502758842017011
"C2","GO:0009099",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0009099",0.502758842017011
"C2","GO:0010197",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0010197",0.502758842017011
"C2","GO:0032511",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0032511",0.502758842017011
"C2","GO:0070475",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0070475",0.502758842017011
"C2","GO:0080156",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:0080156",0.502758842017011
"C2","GO:1990544",1,849,6,13936,0.31422530610932,0.51837168332684,"GO:1990544",0.502758842017011
"C2","GO:0007034",2,849,20,13936,0.346476439703797,0.533003472509926,"GO:0007034",0.460326291945436
"C2","GO:0006207",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0006207",0.448523622494389
"C2","GO:0006418",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0006418",0.448523622494389
"C2","GO:0006627",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0006627",0.448523622494389
"C2","GO:0009086",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0009086",0.448523622494389
"C2","GO:0009098",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0009098",0.448523622494389
"C2","GO:0009269",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0009269",0.448523622494389
"C2","GO:0019722",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0019722",0.448523622494389
"C2","GO:0032012",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0032012",0.448523622494389
"C2","GO:0045037",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0045037",0.448523622494389
"C2","GO:0045040",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0045040",0.448523622494389
"C2","GO:0046294",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0046294",0.448523622494389
"C2","GO:0046907",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0046907",0.448523622494389
"C2","GO:0070084",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0070084",0.448523622494389
"C2","GO:0072318",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0072318",0.448523622494389
"C2","GO:0072596",1,849,7,13936,0.356021624495047,0.533003472509926,"GO:0072596",0.448523622494389
"C2","GO:0008610",2,849,21,13936,0.368980702801513,0.546091440146239,"GO:0008610",0.432996346269027
"C2","GO:0046686",2,849,21,13936,0.368980702801513,0.546091440146239,"GO:0046686",0.432996346269027
"C2","GO:0009734",6,849,83,13936,0.394203647346458,0.562504419088628,"GO:0009734",0.404279361753399
"C2","GO:0000105",1,849,8,13936,0.395273375575793,0.562504419088628,"GO:0000105",0.403102437440301
"C2","GO:0000956",1,849,8,13936,0.395273375575793,0.562504419088628,"GO:0000956",0.403102437440301
"C2","GO:0002098",1,849,8,13936,0.395273375575793,0.562504419088628,"GO:0002098",0.403102437440301
"C2","GO:0006228",1,849,8,13936,0.395273375575793,0.562504419088628,"GO:0006228",0.403102437440301
"C2","GO:0009245",1,849,8,13936,0.395273375575793,0.562504419088628,"GO:0009245",0.403102437440301
"C2","GO:0043044",1,849,8,13936,0.395273375575793,0.562504419088628,"GO:0043044",0.403102437440301
"C2","GO:0006397",4,849,53,13936,0.405520423678477,0.573933277228009,"GO:0006397",0.391987268043461
"C2","GO:0009423",1,849,9,13936,0.432135301490221,0.595335335563655,"GO:0009423",0.364380254364128
"C2","GO:0009739",1,849,9,13936,0.432135301490221,0.595335335563655,"GO:0009739",0.364380254364128
"C2","GO:0042273",1,849,9,13936,0.432135301490221,0.595335335563655,"GO:0042273",0.364380254364128
"C2","GO:0045292",1,849,9,13936,0.432135301490221,0.595335335563655,"GO:0045292",0.364380254364128
"C2","GO:0051017",1,849,9,13936,0.432135301490221,0.595335335563655,"GO:0051017",0.364380254364128
"C2","GO:0000413",4,849,56,13936,0.447137413599837,0.612743863081259,"GO:0000413",0.349558989626147
"C2","GO:0001522",2,849,25,13936,0.455445809016373,0.617594055158328,"GO:0001522",0.341563289920935
"C2","GO:0043086",2,849,25,13936,0.455445809016373,0.617594055158328,"GO:0043086",0.341563289920935
"C2","GO:0006535",1,849,10,13936,0.466752744517061,0.623138973350097,"GO:0006535",0.330913119709659
"C2","GO:0050821",1,849,10,13936,0.466752744517061,0.623138973350097,"GO:0050821",0.330913119709659
"C2","GO:0080167",1,849,10,13936,0.466752744517061,0.623138973350097,"GO:0080167",0.330913119709659
"C2","GO:0006325",2,849,26,13936,0.47599449955006,0.632218335299823,"GO:0006325",0.32239806582753
"C2","GO:0009793",2,849,27,13936,0.496063848667185,0.646544571582956,"GO:0009793",0.304462421616167
"C2","GO:0006006",1,849,11,13936,0.499262217438576,0.646544571582956,"GO:0006006",0.301671298713174
"C2","GO:0006401",1,849,11,13936,0.499262217438576,0.646544571582956,"GO:0006401",0.301671298713174
"C2","GO:0045116",1,849,11,13936,0.499262217438576,0.646544571582956,"GO:0045116",0.301671298713174
"C2","GO:0051321",1,849,11,13936,0.499262217438576,0.646544571582956,"GO:0051321",0.301671298713174
"C2","GO:0000373",1,849,12,13936,0.529791939334062,0.682667225311055,"GO:0000373",0.27589465368199
"C2","GO:0000462",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0000462",0.253006109139211
"C2","GO:0006614",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0006614",0.253006109139211
"C2","GO:0006817",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0006817",0.253006109139211
"C2","GO:0016925",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0016925",0.253006109139211
"C2","GO:0019430",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0019430",0.253006109139211
"C2","GO:0032981",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0032981",0.253006109139211
"C2","GO:0098656",1,849,13,13936,0.558462338896357,0.695393008529598,"GO:0098656",0.253006109139211
"C2","GO:0006869",3,849,48,13936,0.566655571643591,0.702219105529618,"GO:0006869",0.246680836672807
"C2","GO:0000162",1,849,14,13936,0.585386527237733,0.715165615823457,"GO:0000162",0.232557277142474
"C2","GO:0009737",1,849,14,13936,0.585386527237733,0.715165615823457,"GO:0009737",0.232557277142474
"C2","GO:1901259",1,849,14,13936,0.585386527237733,0.715165615823457,"GO:1901259",0.232557277142474
"C2","GO:0016579",3,849,50,13936,0.594718373753139,0.723155205643488,"GO:0016579",0.225688643817296
"C2","GO:0006096",2,849,33,13936,0.605665617846835,0.732239454566957,"GO:0006096",0.217767079470615
"C2","GO:0006367",1,849,15,13936,0.610670742032674,0.732239454566957,"GO:0006367",0.214192887074955
"C2","GO:0043622",1,849,15,13936,0.610670742032674,0.732239454566957,"GO:0043622",0.214192887074955
"C2","GO:0000165",1,849,16,13936,0.634414764733217,0.74687920029956,"GO:0000165",0.197626718238457
"C2","GO:0001510",1,849,16,13936,0.634414764733217,0.74687920029956,"GO:0001510",0.197626718238457
"C2","GO:0006662",1,849,16,13936,0.634414764733217,0.74687920029956,"GO:0006662",0.197626718238457
"C2","GO:0045039",1,849,16,13936,0.634414764733217,0.74687920029956,"GO:0045039",0.197626718238457
"C2","GO:0007030",1,849,17,13936,0.656712312487635,0.769631171648405,"GO:0007030",0.18262484118871
"C2","GO:0009908",1,849,18,13936,0.677651406294517,0.783534438528036,"GO:0009908",0.168993656066926
"C2","GO:0032502",1,849,18,13936,0.677651406294517,0.783534438528036,"GO:0032502",0.168993656066926
"C2","GO:0046940",1,849,18,13936,0.677651406294517,0.783534438528036,"GO:0046940",0.168993656066926
"C2","GO:0006465",1,849,19,13936,0.69731471683166,0.802686718486223,"GO:0006465",0.156571168910477
"C2","GO:0006979",1,849,21,13936,0.733119848637602,0.836467140075502,"GO:0006979",0.134825022156591
"C2","GO:0009408",1,849,21,13936,0.733119848637602,0.836467140075502,"GO:0009408",0.134825022156591
"C2","GO:2000022",1,849,22,13936,0.74940308604376,0.851295610900587,"GO:2000022",0.125284522812789
"C2","GO:0006099",1,849,23,13936,0.764693928357174,0.862051062321372,"GO:0006099",0.116512358080252
"C2","GO:0006886",5,849,104,13936,0.76712325454495,0.862051062321372,"GO:0006886",0.115134851868167
"C2","GO:0045892",2,849,45,13936,0.768856352881224,0.862051062321372,"GO:0045892",0.114154792810325
"C2","GO:0016226",1,849,24,13936,0.779052790919149,0.865985720377938,"GO:0016226",0.108433112252892
"C2","GO:0030150",1,849,24,13936,0.779052790919149,0.865985720377938,"GO:0030150",0.108433112252892
"C2","GO:0071555",2,849,47,13936,0.789473038144825,0.873818448203032,"GO:0071555",0.102662697302134
"C2","GO:0005975",7,849,148,13936,0.80469764482458,0.883670787175984,"GO:0005975",0.0943672697569096
"C2","GO:0030154",1,849,26,13936,0.805198091789699,0.883670787175984,"GO:0030154",0.0940972630011996
"C2","GO:0051301",1,849,27,13936,0.817087870371335,0.892935689561923,"GO:0051301",0.0877312365332487
"C2","GO:0032508",1,849,28,13936,0.828252756276485,0.897562610358199,"GO:0032508",0.0818371101895263
"C2","GO:0071805",1,849,28,13936,0.828252756276485,0.897562610358199,"GO:0071805",0.0818371101895263
"C2","GO:0006749",2,849,54,13936,0.849375547643426,0.913264952095046,"GO:0006749",0.0709002459076056
"C2","GO:0022900",3,849,76,13936,0.849794800984194,0.913264952095046,"GO:0022900",0.0706859302373056
"C2","GO:0019252",1,849,31,13936,0.857826254589121,0.914308641722561,"GO:0019252",0.0666006658974933
"C2","GO:0045893",1,849,31,13936,0.857826254589121,0.914308641722561,"GO:0045893",0.0666006658974933
"C2","GO:0007049",2,849,56,13936,0.863391541896533,0.916468890783615,"GO:0007049",0.0637922101685809
"C2","GO:0016192",2,849,59,13936,0.882184428526359,0.932594967299294,"GO:0016192",0.054440612239725
"C2","GO:0007018",2,849,60,13936,0.887897842199911,0.934819272885272,"GO:0007018",0.0516369994478403
"C2","GO:0045944",1,849,38,13936,0.908535876429915,0.952675271236226,"GO:0045944",0.0416579185178546
"C2","GO:0050790",3,849,92,13936,0.924933143787394,0.965958404197319,"GO:0050790",0.0338896578918406
"C2","GO:0006952",3,849,101,13936,0.9501818268861,0.988341739612449,"GO:0006952",0.022193280124518
"C2","GO:0006508",12,849,326,13936,0.981131247458387,0.999999999738453,"GO:0006508",0.00827289248317198
"C2","GO:0006486",1,849,66,13936,0.984369276652501,0.999999999738453,"GO:0006486",0.00684194961014056
"C2","GO:0006470",3,849,143,13936,0.993572060400428,0.999999999738453,"GO:0006470",0.00280062951101918
"C2","GO:0006629",1,849,88,13936,0.996109546089769,0.999999999738453,"GO:0006629",0.0016928978753118
"C2","GO:0055085",5,849,224,13936,0.99824117346962,0.999999999738453,"GO:0055085",0.000764521184098711
"C2","GO:0032259",5,849,232,13936,0.998795540894514,0.999999999738453,"GO:0032259",0.00052340521659482
"C2","GO:0016310",5,849,246,13936,0.999385465938683,0.999999999738453,"GO:0016310",0.000266970791498249
"C2","GO:0016567",5,849,309,13936,0.999974028123862,0.999999999738453,"GO:0016567",1.12795889682586e-05
"C2","GO:0006355",16,849,604,13936,0.999980766366053,0.999999999738453,"GO:0006355",8.35314142095236e-06
"C2","GO:0006468",12,849,741,13936,0.999999999738453,0.999999999738453,"GO:0006468",1.13588228732913e-10
"C3","GO:0010090",2,140,2,13936,0.000100206922660853,0.00663706843999793,"GO:0010090",3.99910227478058
"C3","GO:0007186",3,140,11,13936,0.000154350428837161,0.00663706843999793,"GO:0007186",3.81149215956476
"C3","GO:0010229",2,140,4,13936,0.000593331350551076,0.0127566240368481,"GO:0010229",3.22670270372453
"C3","GO:0016036",2,140,4,13936,0.000593331350551076,0.0127566240368481,"GO:0016036",3.22670270372453
"C3","GO:0009099",2,140,6,13936,0.00146384338212847,0.0251781061726097,"GO:0009099",2.83450538633494
"C3","GO:0044210",2,140,7,13936,0.00203589175509803,0.0291811151564051,"GO:0044210",2.69124531642041
"C3","GO:0009299",2,140,10,13936,0.00427718041555847,0.04799719351958,"GO:0009299",2.36884243040043
"C3","GO:0006355",13,140,604,13936,0.00779421300090699,0.04799719351958,"GO:0006355",2.10822772994511
"C3","GO:0010411",2,140,14,13936,0.00842489427011808,0.04799719351958,"GO:0010411",2.07443554068718
"C3","GO:0009734",4,140,83,13936,0.00971966673753535,0.04799719351958,"GO:0009734",2.0123486256633
"C3","GO:0007043",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:0007043",1.99801010198536
"C3","GO:0010102",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:0010102",1.99801010198536
"C3","GO:0010112",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:0010112",1.99801010198536
"C3","GO:0019748",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:0019748",1.99801010198536
"C3","GO:0048830",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:0048830",1.99801010198536
"C3","GO:0070291",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:0070291",1.99801010198536
"C3","GO:2000123",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:2000123",1.99801010198536
"C3","GO:2000904",1,140,1,13936,0.0100459242250284,0.04799719351958,"GO:2000904",1.99801010198536
"C3","GO:0006351",3,140,48,13936,0.01234332496723,0.0558697866937777,"GO:0006351",1.9085678370278
"C3","GO:0008610",2,140,21,13936,0.0185712852817252,0.0716367154731701,"GO:0008610",1.7311580385626
"C3","GO:0007049",3,140,56,13936,0.0186698001446269,0.0716367154731701,"GO:0007049",1.72886033103594
"C3","GO:0009937",1,140,2,13936,0.0199916415273963,0.0716367154731701,"GO:0009937",1.69915154420001
"C3","GO:0019310",1,140,2,13936,0.0199916415273963,0.0716367154731701,"GO:0019310",1.69915154420001
"C3","GO:0046166",1,140,2,13936,0.0199916415273963,0.0716367154731701,"GO:0046166",1.69915154420001
"C3","GO:0006357",5,140,160,13936,0.0226645620215212,0.077966093354033,"GO:0006357",1.64465266899331
"C3","GO:0010136",1,140,3,13936,0.0298381443396661,0.0855360137737096,"GO:0010136",1.5252281895138
"C3","GO:0032968",1,140,3,13936,0.0298381443396661,0.0855360137737096,"GO:0032968",1.5252281895138
"C3","GO:0048587",1,140,3,13936,0.0298381443396661,0.0855360137737096,"GO:0048587",1.5252281895138
"C3","GO:0090610",1,140,3,13936,0.0298381443396661,0.0855360137737096,"GO:0090610",1.5252281895138
"C3","GO:2001295",1,140,3,13936,0.0298381443396661,0.0855360137737096,"GO:2001295",1.5252281895138
"C3","GO:0019252",2,140,31,13936,0.0385339120363358,0.0945675477472006,"GO:0019252",1.41415689834363
"C3","GO:0006090",1,140,4,13936,0.0395864153360375,0.0945675477472006,"GO:0006090",1.40245382308393
"C3","GO:0006168",1,140,4,13936,0.0395864153360375,0.0945675477472006,"GO:0006168",1.40245382308393
"C3","GO:0010305",1,140,4,13936,0.0395864153360375,0.0945675477472006,"GO:0010305",1.40245382308393
"C3","GO:0016125",1,140,4,13936,0.0395864153360375,0.0945675477472006,"GO:0016125",1.40245382308393
"C3","GO:2000032",1,140,4,13936,0.0395864153360375,0.0945675477472006,"GO:2000032",1.40245382308393
"C3","GO:0009082",1,140,5,13936,0.0492374275276076,0.105860469184356,"GO:0009082",1.30770464541882
"C3","GO:0030026",1,140,5,13936,0.0492374275276076,0.105860469184356,"GO:0030026",1.30770464541882
"C3","GO:0046168",1,140,5,13936,0.0492374275276076,0.105860469184356,"GO:0046168",1.30770464541882
"C3","GO:1902183",1,140,5,13936,0.0492374275276076,0.105860469184356,"GO:1902183",1.30770464541882
"C3","GO:0006629",3,140,88,13936,0.0587704022076634,0.112358320326145,"GO:0006629",1.23084133708939
"C3","GO:0010052",1,140,6,13936,0.0587921443567037,0.112358320326145,"GO:0010052",1.23068069927171
"C3","GO:0010150",1,140,6,13936,0.0587921443567037,0.112358320326145,"GO:0010150",1.23068069927171
"C3","GO:0046451",1,140,6,13936,0.0587921443567037,0.112358320326145,"GO:0046451",1.23068069927171
"C3","GO:0046506",1,140,6,13936,0.0587921443567037,0.112358320326145,"GO:0046506",1.23068069927171
"C3","GO:0006261",1,140,7,13936,0.0682515197903046,0.122283972957629,"GO:0006261",1.16588767352978
"C3","GO:0009630",1,140,7,13936,0.0682515197903046,0.122283972957629,"GO:0009630",1.16588767352978
"C3","GO:0010143",1,140,7,13936,0.0682515197903046,0.122283972957629,"GO:0010143",1.16588767352978
"C3","GO:0007143",1,140,8,13936,0.0776164984125571,0.136224874764896,"GO:0007143",1.11004595389704
"C3","GO:0006952",3,140,101,13936,0.0814069857462436,0.13837720989648,"GO:0006952",1.08933832556695
"C3","GO:0006101",1,140,9,13936,0.0868880155163942,0.13837720989648,"GO:0006101",1.06104012175653
"C3","GO:0010158",1,140,9,13936,0.0868880155163942,0.13837720989648,"GO:0010158",1.06104012175653
"C3","GO:0017148",1,140,9,13936,0.0868880155163942,0.13837720989648,"GO:0017148",1.06104012175653
"C3","GO:0051017",1,140,9,13936,0.0868880155163942,0.13837720989648,"GO:0051017",1.06104012175653
"C3","GO:0019953",1,140,10,13936,0.0960669971942647,0.150213850158305,"GO:0019953",1.01742578400784
"C3","GO:0006665",1,140,11,13936,0.105154360427986,0.1586539473124,"GO:0006665",0.97817271374752
"C3","GO:0043572",1,140,11,13936,0.105154360427986,0.1586539473124,"GO:0043572",0.97817271374752
"C3","GO:0006520",1,140,12,13936,0.114151013177723,0.167982077775772,"GO:0006520",0.942520229460287
"C3","GO:0006633",2,140,58,13936,0.115243518474076,0.167982077775772,"GO:0006633",0.93838349084156
"C3","GO:0031408",1,140,14,13936,0.131875774485488,0.189021943429199,"GO:0031408",0.879834976808196
"C3","GO:0042545",1,140,15,13936,0.140605654644375,0.19823092294125,"GO:0042545",0.851997213231789
"C3","GO:0008152",1,140,16,13936,0.149248367692992,0.200552494087458,"GO:0008152",0.826090409986219
"C3","GO:0030245",1,140,16,13936,0.149248367692992,0.200552494087458,"GO:0030245",0.826090409986219
"C3","GO:0071897",1,140,16,13936,0.149248367692992,0.200552494087458,"GO:0071897",0.826090409986219
"C3","GO:0032502",1,140,18,13936,0.166275740580596,0.219995595229712,"GO:0032502",0.779171109172056
"C3","GO:0000387",1,140,19,13936,0.174662103299285,0.227590013389977,"GO:0000387",0.75780131432656
"C3","GO:0010951",1,140,20,13936,0.182964704832525,0.234850218143241,"GO:0010951",0.73763268062402
"C3","GO:0055085",4,140,224,13936,0.188618671076332,0.238547142831831,"GO:0055085",0.724415319318348
"C3","GO:0000226",1,140,23,13936,0.20737820780719,0.258471389440846,"GO:0000226",0.683236883078797
"C3","GO:0009058",1,140,24,13936,0.215353989515448,0.26457775854755,"GO:0009058",0.666847078354617
"C3","GO:0001522",1,140,25,13936,0.2232500822029,0.270415592527457,"GO:0001522",0.65120837252784
"C3","GO:0006508",5,140,326,13936,0.230592933402259,0.27221624343147,"GO:0006508",0.637154005937371
"C3","GO:0030154",1,140,26,13936,0.231067276401132,0.27221624343147,"GO:0030154",0.636261554671014
"C3","GO:0045893",1,140,31,13936,0.268996897884248,0.312618016460072,"GO:0045893",0.570252728322951
"C3","GO:0045944",1,140,38,13936,0.318996875235034,0.365783083602839,"GO:0045944",0.496213571095887
"C3","GO:0006260",1,140,44,13936,0.359141247178787,0.406396674439154,"GO:0006260",0.444734713522135
"C3","GO:0045892",1,140,45,13936,0.365599656723487,0.408332084132726,"GO:0045892",0.436994220714916
"C3","GO:0006869",1,140,48,13936,0.384589691674636,0.42403478825665,"GO:0006869",0.415002360526089
"C3","GO:0005975",2,140,148,13936,0.43943176325017,0.478368754930565,"GO:0005975",0.357108554366557
"C3","GO:0090305",1,140,62,13936,0.466009921290893,0.50096066538771,"GO:0090305",0.331604837138281
"C3","GO:0016311",1,140,81,13936,0.559657828397924,0.59420460792866,"GO:0016311",0.252077417024114
"C3","GO:0016567",3,140,309,13936,0.603614192432286,0.63305878718508,"GO:0016567",0.219240557460788
"C3","GO:0032259",2,140,232,13936,0.680195732600781,0.704781120526111,"GO:0032259",0.167366097063318
"C3","GO:0016310",2,140,246,13936,0.711034310142301,0.727963698479022,"GO:0016310",0.148109442384213
"C3","GO:0006468",4,140,741,13936,0.944256692269652,0.955365594531648,"GO:0006468",0.0249099284962203
"C3","GO:0006412",1,140,367,13936,0.976606156502929,0.976606156502929,"GO:0006412",0.0102805422607605
"C4","GO:0006412",56,795,367,13936,1.17206581526277e-11,4.53589470506693e-09,"GO:0006412",10.9310480006021
"C4","GO:1901259",6,795,14,13936,6.83768814861714e-05,0.0132309265675742,"GO:1901259",4.16509071026992
"C4","GO:0042793",4,795,6,13936,0.000143739309281875,0.0143179506823316,"GO:0042793",3.84242444641256
"C4","GO:0042732",3,795,3,13936,0.000184986442924181,0.0143179506823316,"GO:0042732",3.73286009851029
"C4","GO:1901508",3,795,3,13936,0.000184986442924181,0.0143179506823316,"GO:1901508",3.73286009851029
"C4","GO:0006465",6,795,19,13936,0.000482981550809893,0.0311523100272381,"GO:0006465",3.31606945834681
"C4","GO:0042176",4,795,8,13936,0.000611514619915968,0.0338080225582114,"GO:0042176",3.21359315551579
"C4","GO:0061077",3,795,5,13936,0.00169571744822989,0.0820303315581212,"GO:0061077",2.77064651109904
"C4","GO:0005975",18,795,148,13936,0.00191549637655073,0.0823663441916813,"GO:0005975",2.71771866521341
"C4","GO:0015995",6,795,26,13936,0.00291073121541257,0.112645298036467,"GO:0015995",2.53599789660606
"C4","GO:0071472",2,795,2,13936,0.00325044274363876,0.114356485617109,"GO:0071472",2.48805747962934
"C4","GO:0042026",4,795,12,13936,0.00359797852956482,0.116034807578466,"GO:0042026",2.4439414325745
"C4","GO:0019430",4,795,13,13936,0.00496479465752239,0.147798117881628,"GO:0019430",2.30409870909189
"C4","GO:0006457",13,795,105,13936,0.00666481292902315,0.184234471680854,"GO:0006457",2.17621203605255
"C4","GO:0097753",2,795,3,13936,0.00938135534506793,0.242038967902753,"GO:0097753",2.02773441360788
"C4","GO:0000165",4,795,16,13936,0.0110243500830541,0.257742152295733,"GO:0000165",1.95764700400643
"C4","GO:0017182",3,795,9,13936,0.0119880070835224,0.257742152295733,"GO:0017182",1.92125300910863
"C4","GO:0030968",3,795,9,13936,0.0119880070835224,0.257742152295733,"GO:0030968",1.92125300910863
"C4","GO:0006621",3,795,10,13936,0.0164086902122817,0.303783402278105,"GO:0006621",1.78492608416817
"C4","GO:0072657",4,795,18,13936,0.0169309861871284,0.303783402278105,"GO:0072657",1.77131774459903
"C4","GO:0042823",2,795,4,13936,0.0180543107297065,0.303783402278105,"GO:0042823",1.74341908724264
"C4","GO:0048527",2,795,4,13936,0.0180543107297065,0.303783402278105,"GO:0048527",1.74341908724264
"C4","GO:0071806",2,795,4,13936,0.0180543107297065,0.303783402278105,"GO:0071806",1.74341908724264
"C4","GO:0009765",4,795,19,13936,0.0204999133725056,0.306624928243403,"GO:0009765",1.68824797415997
"C4","GO:0045454",3,795,11,13936,0.0216202775500962,0.306624928243403,"GO:0045454",1.66513873509587
"C4","GO:0015689",2,795,5,13936,0.0289600395840242,0.306624928243403,"GO:0015689",1.53820084885916
"C4","GO:0015698",2,795,5,13936,0.0289600395840242,0.306624928243403,"GO:0015698",1.53820084885916
"C4","GO:0000413",7,795,56,13936,0.0390414128363677,0.306624928243403,"GO:0000413",1.40847447440863
"C4","GO:0006564",2,795,6,13936,0.0418162115824474,0.306624928243403,"GO:0006564",1.37865531545343
"C4","GO:0006891",2,795,6,13936,0.0418162115824474,0.306624928243403,"GO:0006891",1.37865531545343
"C4","GO:0006996",2,795,6,13936,0.0418162115824474,0.306624928243403,"GO:0006996",1.37865531545343
"C4","GO:0019287",2,795,6,13936,0.0418162115824474,0.306624928243403,"GO:0019287",1.37865531545343
"C4","GO:0009737",3,795,14,13936,0.0420045519342329,0.306624928243403,"GO:0009737",1.37670364358304
"C4","GO:0006633",7,795,58,13936,0.0459594718543267,0.306624928243403,"GO:0006633",1.33762497067282
"C4","GO:0006508",26,795,326,13936,0.0528472800589946,0.306624928243403,"GO:0006508",1.27697736002671
"C4","GO:0006879",2,795,7,13936,0.056365374385889,0.306624928243403,"GO:0006879",1.24898760401449
"C4","GO:0009086",2,795,7,13936,0.056365374385889,0.306624928243403,"GO:0009086",1.24898760401449
"C4","GO:0019853",2,795,7,13936,0.056365374385889,0.306624928243403,"GO:0019853",1.24898760401449
"C4","GO:0032012",2,795,7,13936,0.056365374385889,0.306624928243403,"GO:0032012",1.24898760401449
"C4","GO:0046907",2,795,7,13936,0.056365374385889,0.306624928243403,"GO:0046907",1.24898760401449
"C4","GO:0055072",2,795,7,13936,0.056365374385889,0.306624928243403,"GO:0055072",1.24898760401449
"C4","GO:0000349",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0000349",1.24377100900711
"C4","GO:0000455",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0000455",1.24377100900711
"C4","GO:0006210",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0006210",1.24377100900711
"C4","GO:0006534",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0006534",1.24377100900711
"C4","GO:0006581",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0006581",1.24377100900711
"C4","GO:0009443",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0009443",1.24377100900711
"C4","GO:0009584",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0009584",1.24377100900711
"C4","GO:0009865",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0009865",1.24377100900711
"C4","GO:0009942",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0009942",1.24377100900711
"C4","GO:0010133",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0010133",1.24377100900711
"C4","GO:0010235",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0010235",1.24377100900711
"C4","GO:0010540",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0010540",1.24377100900711
"C4","GO:0015884",1,795,1,13936,0.0570464982778425,0.306624928243403,"GO:0015884",1.24377100900711
